,place_id,crime_id,average_incident
10545,2,D20,54.6
10546,2,D30,3.9
10547,2,D40,1.0
10548,2,E10,7.2
10549,2,E20,33.5
10550,2,F20,1.4
10551,2,F30,1.6666666666666667
10552,2,F90,26.5
10553,2,Other,19.3
10554,0,A20,25.8
10555,0,A50,2.7777777777777777
10556,0,A70,5.7
10557,0,A80,1.75
10558,0,B10,2.5
10559,0,B20,57.9
10560,0,B30,85.0
10561,0,B40,261.2
10562,0,B50,23.3
10563,0,C10,2.625
10564,0,C20,2.0
10565,0,C30,6.8
10566,0,D10,3.7
10567,0,D20,9.3
10568,0,D30,2.125
10569,0,E10,3.7
10570,0,E20,16.1
10571,0,F20,1.5
10572,0,F30,1.5
10573,0,F90,12.5
10574,0,Other,8.1
10575,1,A20,25.8
10576,1,A50,2.7777777777777777
10577,1,A70,5.7
10578,1,A80,1.75
10579,1,B10,2.5
10580,1,B20,57.9
10581,1,B30,85.0
10582,1,B40,261.2
10583,1,B50,23.3
10584,1,C10,2.625
10585,1,C20,2.0
10586,1,C30,6.8
10587,1,D10,3.7
10588,1,D20,9.3
10589,1,D30,2.125
10590,1,E10,3.7
10591,1,E20,16.1
10592,1,F20,1.5
10593,1,F30,1.5
10594,1,F90,12.5
10595,1,Other,8.1
10596,2,A20,25.8
10597,2,A50,2.7777777777777777
10598,2,A70,5.7
10599,2,A80,1.75
10600,2,B10,2.5
10601,2,B20,57.9
10602,2,B30,85.0
10603,2,B40,261.2
10604,2,B50,23.3
10605,2,C10,2.625
10606,2,C20,2.0
10607,2,C30,6.8
10608,2,D10,3.7
10609,2,D20,9.3
10610,2,D30,2.125
10611,2,E10,3.7
10612,2,E20,16.1
10613,2,F20,1.5
10614,2,F30,1.5
10615,2,F90,12.5
10616,2,Other,8.1
10617,0,A20,12.4
10618,0,A50,1.0
10619,0,A70,2.2857142857142856
10620,0,A80,1.625
10621,0,B10,1.7142857142857142
10622,0,B20,11.6
10623,0,B30,17.7
10624,0,B40,61.8
10625,0,B50,10.4
10626,0,C10,1.6666666666666667
10627,0,C20,1.0
10628,0,C30,4.8
10629,0,D10,3.333333333333333
10630,0,D20,1.875
10631,0,D30,1.0
10632,0,E10,3.75
10633,0,E20,8.7
10634,0,F90,13.0
10635,0,Other,3.125
10636,1,A20,12.4
10637,1,A50,1.0
10638,1,A70,2.2857142857142856
10639,1,A80,1.625
10640,1,B10,1.7142857142857142
10641,1,B20,11.6
10642,1,B30,17.7
10643,1,B40,61.8
10644,1,B50,10.4
10645,1,C10,1.6666666666666667
10646,1,C20,1.0
10647,1,C30,4.8
10648,1,D10,3.333333333333333
10649,1,D20,1.875
10650,1,D30,1.0
10651,1,E10,3.75
10652,1,E20,8.7
10653,1,F90,13.0
10654,1,Other,3.125
10655,2,A20,12.4
10656,2,A50,1.0
10657,2,A70,2.2857142857142856
10658,2,A80,1.625
10659,2,B10,1.7142857142857142
10660,2,B20,11.6
10661,2,B30,17.7
10662,2,B40,61.8
10663,2,B50,10.4
10664,2,C10,1.6666666666666667
10665,2,C20,1.0
10666,2,C30,4.8
10667,2,D10,3.333333333333333
10668,2,D20,1.875
10669,2,D30,1.0
10670,2,E10,3.75
10671,2,E20,8.7
10672,2,F90,13.0
10673,2,Other,3.125
10674,0,A20,27.0
10675,0,A50,2.8
10676,0,A70,5.5
10677,0,A80,3.6666666666666665
10678,0,B10,3.5
10679,0,B20,39.9
10680,0,B30,52.5
10681,0,B40,117.4
10682,0,B50,11.8
10683,0,C10,2.125
10684,0,C20,1.8
10685,0,C30,6.4
10686,0,D10,2.7777777777777777
10687,0,D20,7.5
10688,0,D30,2.2
10689,0,E10,4.333333333333333
10690,0,E20,19.3
10691,0,F20,1.5
10692,0,F90,11.0
10693,0,Other,9.2
10694,1,A20,27.0
10695,1,A50,2.8
10696,1,A70,5.5
10697,1,A80,3.6666666666666665
10698,1,B10,3.5
10699,1,B20,39.9
10700,1,B30,52.5
10701,1,B40,117.4
10702,1,B50,11.8
10703,1,C10,2.125
10704,1,C20,1.8
10705,1,C30,6.4
10706,1,D10,2.7777777777777777
10707,1,D20,7.5
10708,1,D30,2.2
10709,1,E10,4.333333333333333
10710,1,E20,19.3
10711,1,F20,1.5
10712,1,F90,11.0
10713,1,Other,9.2
10714,2,A20,27.0
10715,2,A50,2.8
10716,2,A70,5.5
10717,2,A80,3.6666666666666665
10718,2,B10,3.5
10719,2,B20,39.9
10720,2,B30,52.5
10721,2,B40,117.4
10722,2,B50,11.8
10723,2,C10,2.125
10724,2,C20,1.8
10725,2,C30,6.4
10726,2,D10,2.7777777777777777
10727,2,D20,7.5
10728,2,D30,2.2
10729,2,E10,4.333333333333333
10730,2,E20,19.3
10731,2,F20,1.5
10732,2,F90,11.0
10733,2,Other,9.2
10734,0,A20,74.2
10735,0,A50,2.875
10736,0,A70,18.6
10737,0,A80,5.0
10738,0,B10,2.7
10739,0,B20,60.8
10740,0,B30,48.2
10741,0,B40,235.0
10742,0,B50,52.2
10743,0,C10,4.1
10744,0,C20,1.2
10745,0,C30,31.6
10746,0,C90,1.0
10747,0,D10,30.6
10748,0,D20,18.2
10749,0,D30,3.4444444444444446
10750,0,E10,37.9
10751,0,E20,624.7
10752,0,F10,1.0
10753,0,F20,1.0
10754,0,F30,1.0
10755,0,F90,12.5
10756,0,Other,10.8
10757,1,A20,74.2
10758,1,A50,2.875
10759,1,A70,18.6
10760,1,A80,5.0
10761,1,B10,2.7
10762,1,B20,60.8
10763,1,B30,48.2
10764,1,B40,235.0
10765,1,B50,52.2
10766,1,C10,4.1
10767,1,C20,1.2
10768,1,C30,31.6
10769,1,C90,1.0
10770,1,D10,30.6
10771,1,D20,18.2
10772,1,D30,3.4444444444444446
10773,1,E10,37.9
10774,1,E20,624.7
10775,1,F10,1.0
10776,1,F20,1.0
10777,1,F30,1.0
10778,1,F90,12.5
10779,1,Other,10.8
10780,2,A20,74.2
10781,2,A50,2.875
10782,2,A70,18.6
10783,2,A80,5.0
10784,2,B10,2.7
10785,2,B20,60.8
10786,2,B30,48.2
10787,2,B40,235.0
10788,2,B50,52.2
10789,2,C10,4.1
10790,2,C20,1.2
10791,2,C30,31.6
10792,2,C90,1.0
10793,2,D10,30.6
10794,2,D20,18.2
10795,2,D30,3.4444444444444446
10796,2,E10,37.9
10797,2,E20,624.7
10798,2,F10,1.0
10799,2,F20,1.0
10800,2,F30,1.0
10801,2,F90,12.5
10802,2,Other,10.8
10803,0,A20,50.1
10804,0,A50,2.8
10805,0,A70,8.7
10806,0,A80,3.7
10807,0,B10,2.8
10808,0,B20,47.7
10809,0,B30,77.7
10810,0,B40,136.2
10811,0,B50,14.5
10812,0,C10,2.6
10813,0,C20,1.7777777777777777
10814,0,C30,13.1
10815,0,D10,10.3
10816,0,D20,5.5
10817,0,D30,2.0
10818,0,E10,7.2
10819,0,E20,41.1
10820,0,F10,1.0
10821,0,F30,1.0
10822,0,F90,11.4
10823,0,Other,6.5
10824,1,A20,50.1
10825,1,A50,2.8
10826,1,A70,8.7
10827,1,A80,3.7
10828,1,B10,2.8
10829,1,B20,47.7
10830,1,B30,77.7
10831,1,B40,136.2
10832,1,B50,14.5
10833,1,C10,2.6
10834,1,C20,1.7777777777777777
10835,1,C30,13.1
10836,1,D10,10.3
10837,1,D20,5.5
10838,1,D30,2.0
10839,1,E10,7.2
10840,1,E20,41.1
10841,1,F10,1.0
10842,1,F30,1.0
10843,1,F90,11.4
10844,1,Other,6.5
10845,2,A20,50.1
10846,2,A50,2.8
10847,2,A70,8.7
10848,2,A80,3.7
10849,2,B10,2.8
10850,2,B20,47.7
10851,2,B30,77.7
10852,2,B40,136.2
10853,2,B50,14.5
10854,2,C10,2.6
10855,2,C20,1.7777777777777777
10856,2,C30,13.1
10857,2,D10,10.3
10858,2,D20,5.5
10859,2,D30,2.0
10860,2,E10,7.2
10861,2,E20,41.1
10862,2,F10,1.0
10863,2,F30,1.0
10864,2,F90,11.4
10865,2,Other,6.5
10866,0,A20,105.4
10867,0,A50,7.4
10868,0,A70,14.9
10869,0,A80,8.5
10870,0,B10,11.3
10871,0,B20,96.5
10872,0,B30,117.8
10873,0,B40,223.4
10874,0,B50,28.5
10875,0,C10,8.7
10876,0,C20,3.7
10877,0,C30,36.1
10878,0,D10,27.2
10879,0,D20,12.0
10880,0,D30,3.8
10881,0,D40,1.0
10882,0,E10,10.2
10883,0,E20,71.3
10884,0,F20,1.5
10885,0,F30,1.0
10886,0,F90,21.6
10887,0,Other,12.6
10888,1,A20,105.4
10889,1,A50,7.4
10890,1,A70,14.9
10891,1,A80,8.5
10892,1,B10,11.3
10893,1,B20,96.5
10894,1,B30,117.8
10895,1,B40,223.4
10896,1,B50,28.5
10897,1,C10,8.7
10898,1,C20,3.7
10899,1,C30,36.1
10900,1,D10,27.2
10901,1,D20,12.0
10902,1,D30,3.8
10903,1,D40,1.0
10904,1,E10,10.2
10905,1,E20,71.3
10906,1,F20,1.5
10907,1,F30,1.0
10908,1,F90,21.6
10909,1,Other,12.6
10910,2,A20,105.4
10911,2,A50,7.4
10912,2,A70,14.9
10913,2,A80,8.5
10914,2,B10,11.3
10915,2,B20,96.5
10916,2,B30,117.8
10917,2,B40,223.4
10918,2,B50,28.5
10919,2,C10,8.7
10920,2,C20,3.7
10921,2,C30,36.1
10922,2,D10,27.2
10923,2,D20,12.0
10924,2,D30,3.8
10925,2,D40,1.0
10926,2,E10,10.2
10927,2,E20,71.3
10928,2,F20,1.5
10929,2,F30,1.0
10930,2,F90,21.6
10931,2,Other,12.6
10932,0,A20,27.1
10933,0,A50,2.4
10934,0,A70,5.1
10935,0,A80,2.8571428571428568
10936,0,B10,1.5
10937,0,B20,34.2
10938,0,B30,43.1
10939,0,B40,135.3
10940,0,B50,22.33333333333333
10941,0,C10,2.375
10942,0,C20,1.8571428571428568
10943,0,C30,13.1
10944,0,D10,11.0
10945,0,D20,9.4
10946,0,D30,1.75
10947,0,E10,3.2
10948,0,E20,25.6
10949,0,F20,1.0
10950,0,F30,1.0
10951,0,F90,18.5
10952,0,Other,4.9
10953,0,A20,24.7
10954,0,A50,2.4
10955,0,A70,4.5
10956,0,A80,2.5
10957,0,B10,1.8888888888888888
10958,0,B20,33.7
10959,0,B30,37.8
10960,0,B40,98.5
10961,0,B50,12.5
10962,0,C10,1.9
10963,0,C20,1.0
10964,0,C30,10.5
10965,0,D10,15.6
10966,0,D20,10.9
10967,0,D30,2.0
10968,0,E10,4.625
10969,0,E20,66.5
10970,0,F20,1.25
10971,0,F30,1.0
10972,0,F90,11.0
10973,0,Other,6.3
10974,1,A20,27.1
10975,1,A50,2.4
10976,1,A70,5.1
10977,1,A80,2.8571428571428568
10978,1,B10,1.5
10979,1,B20,34.2
10980,1,B30,43.1
10981,1,B40,135.3
10982,1,B50,22.33333333333333
10983,1,C10,2.375
10984,1,C20,1.8571428571428568
10985,1,C30,13.1
10986,1,D10,11.0
10987,1,D20,9.4
10988,1,D30,1.75
10989,1,E10,3.2
10990,1,E20,25.6
10991,1,F20,1.0
10992,1,F30,1.0
10993,1,F90,18.5
10994,1,Other,4.9
10995,1,A20,24.7
10996,1,A50,2.4
10997,1,A70,4.5
10998,1,A80,2.5
10999,1,B10,1.8888888888888888
11000,1,B20,33.7
11001,1,B30,37.8
11002,1,B40,98.5
11003,1,B50,12.5
11004,1,C10,1.9
11005,1,C20,1.0
11006,1,C30,10.5
11007,1,D10,15.6
11008,1,D20,10.9
11009,1,D30,2.0
11010,1,E10,4.625
11011,1,E20,66.5
11012,1,F20,1.25
11013,1,F30,1.0
11014,1,F90,11.0
11015,1,Other,6.3
11016,2,A20,27.1
11017,2,A50,2.4
11018,2,A70,5.1
11019,2,A80,2.8571428571428568
11020,2,B10,1.5
11021,2,B20,34.2
11022,2,B30,43.1
11023,2,B40,135.3
11024,2,B50,22.33333333333333
11025,2,C10,2.375
11026,2,C20,1.8571428571428568
11027,2,C30,13.1
11028,2,D10,11.0
11029,2,D20,9.4
11030,2,D30,1.75
11031,2,E10,3.2
11032,2,E20,25.6
11033,2,F20,1.0
11034,2,F30,1.0
11035,2,F90,18.5
11036,2,Other,4.9
11037,2,A20,24.7
11038,2,A50,2.4
11039,2,A70,4.5
11040,2,A80,2.5
11041,2,B10,1.8888888888888888
11042,2,B20,33.7
11043,2,B30,37.8
11044,2,B40,98.5
11045,2,B50,12.5
11046,2,C10,1.9
11047,2,C20,1.0
11048,2,C30,10.5
11049,2,D10,15.6
11050,2,D20,10.9
11051,2,D30,2.0
11052,2,E10,4.625
11053,2,E20,66.5
11054,2,F20,1.25
11055,2,F30,1.0
11056,2,F90,11.0
11057,2,Other,6.3
11058,0,A20,11.2
11059,0,A50,3.333333333333333
11060,0,A70,3.333333333333333
11061,0,A80,2.0
11062,0,B10,2.0
11063,0,B20,13.111111111111109
11064,0,B30,16.6
11065,0,B40,43.4
11066,0,B50,5.5555555555555545
11067,0,C10,2.0
11068,0,C30,4.571428571428571
11069,0,D10,2.8571428571428568
11070,0,D20,2.0
11071,0,E10,2.0
11072,0,E20,7.777777777777778
11073,0,F90,2.0
11074,0,Other,3.333333333333333
11075,0,A20,2.0
11076,0,A70,2.0
11077,0,A80,3.5
11078,0,B20,2.4
11079,0,B30,3.4285714285714284
11080,0,B40,5.111111111111111
11081,0,C10,3.0
11082,0,C30,2.0
11083,0,D10,3.0
11084,0,D20,2.0
11085,0,E10,2.0
11086,0,E20,2.0
11087,0,Other,2.0
11088,0,A20,91.8
11089,0,A50,9.0
11090,0,A70,25.4
11091,0,A80,10.0
11092,0,B10,11.25
11093,0,B20,98.4
11094,0,B30,123.4
11095,0,B40,323.6
11096,0,B50,25.6
11097,0,C10,8.75
11098,0,C20,6.2
11099,0,C30,18.0
11100,0,D10,17.2
11101,0,D20,6.0
11102,0,D30,3.6
11103,0,E10,7.333333333333332
11104,0,E20,52.4
11105,0,F30,2.0
11106,0,F90,18.0
11107,0,Other,12.6
11108,0,A20,11.2
11109,0,A50,3.333333333333333
11110,0,A70,3.333333333333333
11111,0,A80,2.0
11112,0,B10,2.0
11113,0,B20,13.111111111111109
11114,0,B30,16.6
11115,0,B40,43.4
11116,0,B50,5.5555555555555545
11117,0,C10,2.0
11118,0,C30,4.571428571428571
11119,0,D10,2.8571428571428568
11120,0,D20,2.0
11121,0,E10,2.0
11122,0,E20,7.777777777777778
11123,0,F90,2.0
11124,0,Other,3.333333333333333
11125,0,A20,2.0
11126,0,A70,2.0
11127,0,A80,3.5
11128,0,B20,2.4
11129,0,B30,3.4285714285714284
11130,0,B40,5.111111111111111
11131,0,C10,3.0
11132,0,C30,2.0
11133,0,D10,3.0
11134,0,D20,2.0
11135,0,E10,2.0
11136,0,E20,2.0
11137,0,Other,2.0
11138,0,A20,91.8
11139,0,A50,9.0
11140,0,A70,25.4
11141,0,A80,10.0
11142,0,B10,11.25
11143,0,B20,98.4
11144,0,B30,123.4
11145,0,B40,323.6
11146,0,B50,25.6
11147,0,C10,8.75
11148,0,C20,6.2
11149,0,C30,18.0
11150,0,D10,17.2
11151,0,D20,6.0
11152,0,D30,3.6
11153,0,E10,7.333333333333332
11154,0,E20,52.4
11155,0,F30,2.0
11156,0,F90,18.0
11157,0,Other,12.6
11158,1,A20,11.2
11159,1,A50,3.333333333333333
11160,1,A70,3.333333333333333
11161,1,A80,2.0
11162,1,B10,2.0
11163,1,B20,13.111111111111109
11164,1,B30,16.6
11165,1,B40,43.4
11166,1,B50,5.5555555555555545
11167,1,C10,2.0
11168,1,C30,4.571428571428571
11169,1,D10,2.8571428571428568
11170,1,D20,2.0
11171,1,E10,2.0
11172,1,E20,7.777777777777778
11173,1,F90,2.0
11174,1,Other,3.333333333333333
11175,1,A20,2.0
11176,1,A70,2.0
11177,1,A80,3.5
11178,1,B20,2.4
11179,1,B30,3.4285714285714284
11180,1,B40,5.111111111111111
11181,1,C10,3.0
11182,1,C30,2.0
11183,1,D10,3.0
11184,1,D20,2.0
11185,1,E10,2.0
11186,1,E20,2.0
11187,1,Other,2.0
11188,1,A20,91.8
11189,1,A50,9.0
11190,1,A70,25.4
11191,1,A80,10.0
11192,1,B10,11.25
11193,1,B20,98.4
11194,1,B30,123.4
11195,1,B40,323.6
11196,1,B50,25.6
11197,1,C10,8.75
11198,1,C20,6.2
11199,1,C30,18.0
11200,1,D10,17.2
11201,1,D20,6.0
11202,1,D30,3.6
11203,1,E10,7.333333333333332
11204,1,E20,52.4
11205,1,F30,2.0
11206,1,F90,18.0
11207,1,Other,12.6
11208,1,A20,11.2
11209,1,A50,3.333333333333333
11210,1,A70,3.333333333333333
11211,1,A80,2.0
11212,1,B10,2.0
11213,1,B20,13.111111111111109
11214,1,B30,16.6
11215,1,B40,43.4
11216,1,B50,5.5555555555555545
11217,1,C10,2.0
11218,1,C30,4.571428571428571
11219,1,D10,2.8571428571428568
11220,1,D20,2.0
11221,1,E10,2.0
11222,1,E20,7.777777777777778
11223,1,F90,2.0
11224,1,Other,3.333333333333333
11225,1,A20,2.0
11226,1,A70,2.0
11227,1,A80,3.5
11228,1,B20,2.4
11229,1,B30,3.4285714285714284
11230,1,B40,5.111111111111111
11231,1,C10,3.0
11232,1,C30,2.0
11233,1,D10,3.0
11234,1,D20,2.0
11235,1,E10,2.0
11236,1,E20,2.0
11237,1,Other,2.0
11238,1,A20,91.8
11239,1,A50,9.0
11240,1,A70,25.4
11241,1,A80,10.0
11242,1,B10,11.25
11243,1,B20,98.4
11244,1,B30,123.4
11245,1,B40,323.6
11246,1,B50,25.6
11247,1,C10,8.75
11248,1,C20,6.2
11249,1,C30,18.0
11250,1,D10,17.2
11251,1,D20,6.0
11252,1,D30,3.6
11253,1,E10,7.333333333333332
11254,1,E20,52.4
11255,1,F30,2.0
11256,1,F90,18.0
11257,1,Other,12.6
11258,2,A20,11.2
11259,2,A50,3.333333333333333
11260,2,A70,3.333333333333333
11261,2,A80,2.0
11262,2,B10,2.0
11263,2,B20,13.111111111111109
11264,2,B30,16.6
11265,2,B40,43.4
11266,2,B50,5.5555555555555545
11267,2,C10,2.0
11268,2,C30,4.571428571428571
11269,2,D10,2.8571428571428568
11270,2,D20,2.0
11271,2,E10,2.0
11272,2,E20,7.777777777777778
11273,2,F90,2.0
11274,2,Other,3.333333333333333
11275,2,A20,2.0
11276,2,A70,2.0
11277,2,A80,3.5
11278,2,B20,2.4
11279,2,B30,3.4285714285714284
11280,2,B40,5.111111111111111
11281,2,C10,3.0
11282,2,C30,2.0
11283,2,D10,3.0
11284,2,D20,2.0
11285,2,E10,2.0
11286,2,E20,2.0
11287,2,Other,2.0
11288,2,A20,91.8
11289,2,A50,9.0
11290,2,A70,25.4
11291,2,A80,10.0
11292,2,B10,11.25
11293,2,B20,98.4
11294,2,B30,123.4
11295,2,B40,323.6
11296,2,B50,25.6
11297,2,C10,8.75
11298,2,C20,6.2
11299,2,C30,18.0
11300,2,D10,17.2
11301,2,D20,6.0
11302,2,D30,3.6
11303,2,E10,7.333333333333332
11304,2,E20,52.4
11305,2,F30,2.0
11306,2,F90,18.0
11307,2,Other,12.6
11308,2,A20,11.2
11309,2,A50,3.333333333333333
11310,2,A70,3.333333333333333
11311,2,A80,2.0
11312,2,B10,2.0
11313,2,B20,13.111111111111109
11314,2,B30,16.6
11315,2,B40,43.4
11316,2,B50,5.5555555555555545
11317,2,C10,2.0
11318,2,C30,4.571428571428571
11319,2,D10,2.8571428571428568
11320,2,D20,2.0
11321,2,E10,2.0
11322,2,E20,7.777777777777778
11323,2,F90,2.0
11324,2,Other,3.333333333333333
11325,2,A20,2.0
11326,2,A70,2.0
11327,2,A80,3.5
11328,2,B20,2.4
11329,2,B30,3.4285714285714284
11330,2,B40,5.111111111111111
11331,2,C10,3.0
11332,2,C30,2.0
11333,2,D10,3.0
11334,2,D20,2.0
11335,2,E10,2.0
11336,2,E20,2.0
11337,2,Other,2.0
11338,2,A20,91.8
11339,2,A50,9.0
11340,2,A70,25.4
11341,2,A80,10.0
11342,2,B10,11.25
11343,2,B20,98.4
11344,2,B30,123.4
11345,2,B40,323.6
11346,2,B50,25.6
11347,2,C10,8.75
11348,2,C20,6.2
11349,2,C30,18.0
11350,2,D10,17.2
11351,2,D20,6.0
11352,2,D30,3.6
11353,2,E10,7.333333333333332
11354,2,E20,52.4
11355,2,F30,2.0
11356,2,F90,18.0
11357,2,Other,12.6
11358,0,A20,219.4
11359,0,A50,23.7
11360,0,A70,33.4
11361,0,A80,19.6
11362,0,B10,13.2
11363,0,B20,232.5
11364,0,B30,256.7
11365,0,B40,1131.9
11366,0,B50,136.7
11367,0,C10,14.1
11368,0,C20,5.8
11369,0,C30,46.0
11370,0,C90,1.0
11371,0,D10,45.5
11372,0,D20,41.2
11373,0,D30,13.4
11374,0,D40,1.3333333333333333
11375,0,E10,20.8
11376,0,E20,145.6
11377,0,F20,1.3333333333333333
11378,0,F30,1.3333333333333333
11379,0,F90,20.0
11380,0,Other,39.8
11381,1,A20,219.4
11382,1,A50,23.7
11383,1,A70,33.4
11384,1,A80,19.6
11385,1,B10,13.2
11386,1,B20,232.5
11387,1,B30,256.7
11388,1,B40,1131.9
11389,1,B50,136.7
11390,1,C10,14.1
11391,1,C20,5.8
11392,1,C30,46.0
11393,1,C90,1.0
11394,1,D10,45.5
11395,1,D20,41.2
11396,1,D30,13.4
11397,1,D40,1.3333333333333333
11398,1,E10,20.8
11399,1,E20,145.6
11400,1,F20,1.3333333333333333
11401,1,F30,1.3333333333333333
11402,1,F90,20.0
11403,1,Other,39.8
11404,2,A20,219.4
11405,2,A50,23.7
11406,2,A70,33.4
11407,2,A80,19.6
11408,2,B10,13.2
11409,2,B20,232.5
11410,2,B30,256.7
11411,2,B40,1131.9
11412,2,B50,136.7
11413,2,C10,14.1
11414,2,C20,5.8
11415,2,C30,46.0
11416,2,C90,1.0
11417,2,D10,45.5
11418,2,D20,41.2
11419,2,D30,13.4
11420,2,D40,1.3333333333333333
11421,2,E10,20.8
11422,2,E20,145.6
11423,2,F20,1.3333333333333333
11424,2,F30,1.3333333333333333
11425,2,F90,20.0
11426,2,Other,39.8
11427,0,A20,21.2
11428,0,A50,2.5
11429,0,A70,5.125
11430,0,A80,1.8333333333333333
11431,0,B10,1.7142857142857142
11432,0,B20,29.3
11433,0,B30,41.7
11434,0,B40,102.6
11435,0,B50,11.1
11436,0,C10,1.75
11437,0,C20,1.0
11438,0,C30,5.0
11439,0,D10,4.857142857142857
11440,0,D20,3.888888888888889
11441,0,D30,1.5
11442,0,E10,2.1666666666666665
11443,0,E20,16.8
11444,0,F20,1.0
11445,0,F30,1.0
11446,0,F90,4.0
11447,0,Other,4.9
11448,1,A20,21.2
11449,1,A50,2.5
11450,1,A70,5.125
11451,1,A80,1.8333333333333333
11452,1,B10,1.7142857142857142
11453,1,B20,29.3
11454,1,B30,41.7
11455,1,B40,102.6
11456,1,B50,11.1
11457,1,C10,1.75
11458,1,C20,1.0
11459,1,C30,5.0
11460,1,D10,4.857142857142857
11461,1,D20,3.888888888888889
11462,1,D30,1.5
11463,1,E10,2.1666666666666665
11464,1,E20,16.8
11465,1,F20,1.0
11466,1,F30,1.0
11467,1,F90,4.0
11468,1,Other,4.9
11469,2,A20,21.2
11470,2,A50,2.5
11471,2,A70,5.125
11472,2,A80,1.8333333333333333
11473,2,B10,1.7142857142857142
11474,2,B20,29.3
11475,2,B30,41.7
11476,2,B40,102.6
11477,2,B50,11.1
11478,2,C10,1.75
11479,2,C20,1.0
11480,2,C30,5.0
11481,2,D10,4.857142857142857
11482,2,D20,3.888888888888889
11483,2,D30,1.5
11484,2,E10,2.1666666666666665
11485,2,E20,16.8
11486,2,F20,1.0
11487,2,F30,1.0
11488,2,F90,4.0
11489,2,Other,4.9
11490,0,A20,8.5
11491,0,A50,2.4
11492,0,A70,1.875
11493,0,A80,1.3333333333333333
11494,0,B10,1.0
11495,0,B20,10.3
11496,0,B30,17.4
11497,0,B40,48.4
11498,0,B50,6.6
11499,0,C10,1.4285714285714286
11500,0,C20,1.6
11501,0,C30,2.555555555555556
11502,0,C90,2.0
11503,0,D10,2.5
11504,0,D20,2.0
11505,0,D30,1.2
11506,0,D40,1.0
11507,0,E10,2.1666666666666665
11508,0,E20,4.25
11509,0,F90,4.0
11510,0,Other,1.8571428571428568
11511,1,A20,8.5
11512,1,A50,2.4
11513,1,A70,1.875
11514,1,A80,1.3333333333333333
11515,1,B10,1.0
11516,1,B20,10.3
11517,1,B30,17.4
11518,1,B40,48.4
11519,1,B50,6.6
11520,1,C10,1.4285714285714286
11521,1,C20,1.6
11522,1,C30,2.555555555555556
11523,1,C90,2.0
11524,1,D10,2.5
11525,1,D20,2.0
11526,1,D30,1.2
11527,1,D40,1.0
11528,1,E10,2.1666666666666665
11529,1,E20,4.25
11530,1,F90,4.0
11531,1,Other,1.8571428571428568
11532,2,A20,8.5
11533,2,A50,2.4
11534,2,A70,1.875
11535,2,A80,1.3333333333333333
11536,2,B10,1.0
11537,2,B20,10.3
11538,2,B30,17.4
11539,2,B40,48.4
11540,2,B50,6.6
11541,2,C10,1.4285714285714286
11542,2,C20,1.6
11543,2,C30,2.555555555555556
11544,2,C90,2.0
11545,2,D10,2.5
11546,2,D20,2.0
11547,2,D30,1.2
11548,2,D40,1.0
11549,2,E10,2.1666666666666665
11550,2,E20,4.25
11551,2,F90,4.0
11552,2,Other,1.8571428571428568
11553,0,A20,7.9
11554,0,A50,1.0
11555,0,A70,2.888888888888889
11556,0,A80,1.875
11557,0,B10,1.8333333333333333
11558,0,B20,23.4
11559,0,B30,14.4
11560,0,B40,31.9
11561,0,B50,2.1111111111111107
11562,0,C10,1.5
11563,0,C20,1.4
11564,0,C30,2.375
11565,0,D10,2.4285714285714284
11566,0,D20,1.4444444444444444
11567,0,D30,1.4
11568,0,E10,1.7142857142857142
11569,0,E20,7.5
11570,0,F20,1.0
11571,0,F90,2.0
11572,0,Other,3.625
11573,1,A20,7.9
11574,1,A50,1.0
11575,1,A70,2.888888888888889
11576,1,A80,1.875
11577,1,B10,1.8333333333333333
11578,1,B20,23.4
11579,1,B30,14.4
11580,1,B40,31.9
11581,1,B50,2.1111111111111107
11582,1,C10,1.5
11583,1,C20,1.4
11584,1,C30,2.375
11585,1,D10,2.4285714285714284
11586,1,D20,1.4444444444444444
11587,1,D30,1.4
11588,1,E10,1.7142857142857142
11589,1,E20,7.5
11590,1,F20,1.0
11591,1,F90,2.0
11592,1,Other,3.625
11593,2,A20,7.9
11594,2,A50,1.0
11595,2,A70,2.888888888888889
11596,2,A80,1.875
11597,2,B10,1.8333333333333333
11598,2,B20,23.4
11599,2,B30,14.4
11600,2,B40,31.9
11601,2,B50,2.1111111111111107
11602,2,C10,1.5
11603,2,C20,1.4
11604,2,C30,2.375
11605,2,D10,2.4285714285714284
11606,2,D20,1.4444444444444444
11607,2,D30,1.4
11608,2,E10,1.7142857142857142
11609,2,E20,7.5
11610,2,F20,1.0
11611,2,F90,2.0
11612,2,Other,3.625
11613,0,A20,43.6
11614,0,A50,3.0
11615,0,A70,8.1
11616,0,A80,3.333333333333333
11617,0,B10,3.4
11618,0,B20,78.6
11619,0,B30,136.9
11620,0,B40,266.4
11621,0,B50,22.0
11622,0,C10,2.5
11623,0,C20,2.0
11624,0,C30,8.9
11625,0,D10,5.8
11626,0,D20,9.9
11627,0,D30,2.9
11628,0,D40,1.0
11629,0,E10,3.4
11630,0,E20,30.6
11631,0,F20,1.0
11632,0,F30,1.5
11633,0,F90,3.333333333333333
11634,0,Other,10.9
11635,1,A20,43.6
11636,1,A50,3.0
11637,1,A70,8.1
11638,1,A80,3.333333333333333
11639,1,B10,3.4
11640,1,B20,78.6
11641,1,B30,136.9
11642,1,B40,266.4
11643,1,B50,22.0
11644,1,C10,2.5
